case_id,date,h2_injected_tonnes,h2_withdrawn_tonnes,net_flow_tonnes,month
UHS-B,2024-04-01,153.966,0.0,153.966,2024-04
UHS-B,2024-04-02,1132.436,114.999,1017.438,2024-04
UHS-B,2024-04-03,0.0,0.0,0.0,2024-04
UHS-B,2024-04-04,0.0,0.0,0.0,2024-04
UHS-B,2024-04-05,834.06,486.038,348.022,2024-04
UHS-B,2024-04-06,718.554,303.55,415.004,2024-04
UHS-B,2024-04-07,0.0,0.0,0.0,2024-04
UHS-B,2024-04-08,128.747,918.603,-789.857,2024-04
UHS-B,2024-04-09,0.0,1018.621,-1018.621,2024-04
UHS-B,2024-04-10,226.781,88.305,138.477,2024-04
UHS-B,2024-04-11,738.309,0.0,738.309,2024-04
UHS-B,2024-04-12,0.0,514.199,-514.199,2024-04
UHS-B,2024-04-13,603.669,0.0,603.669,2024-04
UHS-B,2024-04-14,408.854,805.479,-396.625,2024-04
UHS-B,2024-04-15,463.996,609.029,-145.033,2024-04
UHS-B,2024-04-16,0.0,951.693,-951.693,2024-04
UHS-B,2024-04-17,24.191,197.178,-172.987,2024-04
UHS-B,2024-04-18,0.0,0.0,0.0,2024-04
UHS-B,2024-04-19,0.0,0.0,0.0,2024-04
UHS-B,2024-04-20,746.64,0.0,746.64,2024-04
UHS-B,2024-04-21,0.0,551.977,-551.977,2024-04
UHS-B,2024-04-22,0.0,417.267,-417.267,2024-04
UHS-B,2024-04-23,501.466,121.7,379.766,2024-04
UHS-B,2024-04-24,389.849,0.0,389.849,2024-04
UHS-B,2024-04-25,526.787,1368.648,-841.861,2024-04
UHS-B,2024-04-26,0.0,513.347,-513.347,2024-04
UHS-B,2024-04-27,1416.69,0.0,1416.69,2024-04
UHS-B,2024-04-28,0.0,0.0,0.0,2024-04
UHS-B,2024-04-29,276.261,520.608,-244.347,2024-04
UHS-B,2024-04-30,128.746,0.0,128.746,2024-04
UHS-B,2024-05-01,0.0,230.353,-230.353,2024-05
UHS-B,2024-05-02,29.968,527.89,-497.922,2024-05
UHS-B,2024-05-03,217.168,0.0,217.168,2024-05
UHS-B,2024-05-04,0.0,0.0,0.0,2024-05
UHS-B,2024-05-05,651.631,18.482,633.149,2024-05
UHS-B,2024-05-06,131.51,0.0,131.51,2024-05
UHS-B,2024-05-07,0.0,201.68,-201.68,2024-05
UHS-B,2024-05-08,0.0,378.214,-378.214,2024-05
UHS-B,2024-05-09,497.151,121.137,376.014,2024-05
UHS-B,2024-05-10,0.0,0.0,0.0,2024-05
UHS-B,2024-05-11,360.904,364.301,-3.397,2024-05
UHS-B,2024-05-12,422.17,73.408,348.762,2024-05
UHS-B,2024-05-13,0.0,0.0,0.0,2024-05
UHS-B,2024-05-14,634.494,0.0,634.494,2024-05
UHS-B,2024-05-15,0.0,0.0,0.0,2024-05
UHS-B,2024-05-16,353.679,0.0,353.679,2024-05
UHS-B,2024-05-17,194.194,185.626,8.569,2024-05
UHS-B,2024-05-18,157.512,7.447,150.065,2024-05
UHS-B,2024-05-19,0.0,0.0,0.0,2024-05
UHS-B,2024-05-20,0.0,367.751,-367.751,2024-05
UHS-B,2024-05-21,981.975,730.045,251.93,2024-05
UHS-B,2024-05-22,790.93,0.0,790.93,2024-05
UHS-B,2024-05-23,566.959,0.0,566.959,2024-05
UHS-B,2024-05-24,660.88,0.0,660.88,2024-05
UHS-B,2024-05-25,616.583,470.705,145.878,2024-05
UHS-B,2024-05-26,62.55,318.359,-255.809,2024-05
UHS-B,2024-05-27,238.474,0.0,238.474,2024-05
UHS-B,2024-05-28,0.0,802.341,-802.341,2024-05
UHS-B,2024-05-29,173.573,716.287,-542.714,2024-05
UHS-B,2024-05-30,776.961,0.0,776.961,2024-05
UHS-B,2024-05-31,0.0,0.0,0.0,2024-05
UHS-B,2024-06-01,701.019,0.0,701.019,2024-06
UHS-B,2024-06-02,259.51,0.0,259.51,2024-06
UHS-B,2024-06-03,0.0,518.703,-518.703,2024-06
UHS-B,2024-06-04,0.0,257.464,-257.464,2024-06
UHS-B,2024-06-05,651.527,482.477,169.049,2024-06
UHS-B,2024-06-06,477.571,381.397,96.174,2024-06
UHS-B,2024-06-07,263.79,899.71,-635.92,2024-06
UHS-B,2024-06-08,85.51,0.0,85.51,2024-06
UHS-B,2024-06-09,314.958,236.252,78.706,2024-06
UHS-B,2024-06-10,632.115,0.0,632.115,2024-06
UHS-B,2024-06-11,914.096,0.0,914.096,2024-06
UHS-B,2024-06-12,936.477,10.714,925.763,2024-06
UHS-B,2024-06-13,390.348,256.497,133.851,2024-06
UHS-B,2024-06-14,132.254,0.0,132.254,2024-06
UHS-B,2024-06-15,282.682,0.0,282.682,2024-06
UHS-B,2024-06-16,460.427,0.0,460.427,2024-06
UHS-B,2024-06-17,458.095,731.742,-273.647,2024-06
UHS-B,2024-06-18,832.013,0.0,832.013,2024-06
UHS-B,2024-06-19,1214.366,921.83,292.535,2024-06
UHS-B,2024-06-20,113.924,446.993,-333.069,2024-06
UHS-B,2024-06-21,1232.391,280.124,952.267,2024-06
UHS-B,2024-06-22,765.696,0.0,765.696,2024-06
UHS-B,2024-06-23,161.819,519.135,-357.317,2024-06
UHS-B,2024-06-24,919.21,0.0,919.21,2024-06
UHS-B,2024-06-25,1007.268,0.0,1007.268,2024-06
UHS-B,2024-06-26,0.0,310.99,-310.99,2024-06
UHS-B,2024-06-27,1028.06,0.0,1028.06,2024-06
UHS-B,2024-06-28,715.963,0.0,715.963,2024-06
UHS-B,2024-06-29,1328.263,53.008,1275.256,2024-06
UHS-B,2024-06-30,4.096,1162.943,-1158.847,2024-06
UHS-B,2024-07-01,36.819,0.0,36.819,2024-07
UHS-B,2024-07-02,0.0,0.0,0.0,2024-07
UHS-B,2024-07-03,473.463,425.9,47.563,2024-07
UHS-B,2024-07-04,379.797,0.0,379.797,2024-07
UHS-B,2024-07-05,0.0,283.619,-283.619,2024-07
UHS-B,2024-07-06,161.494,664.361,-502.867,2024-07
UHS-B,2024-07-07,0.0,0.0,0.0,2024-07
UHS-B,2024-07-08,766.483,576.839,189.644,2024-07
UHS-B,2024-07-09,0.0,212.188,-212.188,2024-07
UHS-B,2024-07-10,1662.993,0.0,1662.993,2024-07
UHS-B,2024-07-11,112.512,0.0,112.512,2024-07
UHS-B,2024-07-12,0.0,0.0,0.0,2024-07
UHS-B,2024-07-13,0.0,27.741,-27.741,2024-07
UHS-B,2024-07-14,0.0,148.469,-148.469,2024-07
UHS-B,2024-07-15,420.292,366.327,53.964,2024-07
UHS-B,2024-07-16,0.0,327.887,-327.887,2024-07
UHS-B,2024-07-17,725.743,0.0,725.743,2024-07
UHS-B,2024-07-18,58.339,28.634,29.706,2024-07
UHS-B,2024-07-19,843.553,0.0,843.553,2024-07
UHS-B,2024-07-20,545.299,0.0,545.299,2024-07
UHS-B,2024-07-21,198.751,19.088,179.662,2024-07
UHS-B,2024-07-22,932.942,567.763,365.179,2024-07
UHS-B,2024-07-23,634.188,68.214,565.974,2024-07
UHS-B,2024-07-24,1577.952,213.49,1364.463,2024-07
UHS-B,2024-07-25,0.0,480.468,-480.468,2024-07
UHS-B,2024-07-26,215.604,698.119,-482.515,2024-07
UHS-B,2024-07-27,921.501,27.174,894.327,2024-07
UHS-B,2024-07-28,0.0,136.604,-136.604,2024-07
UHS-B,2024-07-29,799.69,96.068,703.622,2024-07
UHS-B,2024-07-30,382.497,0.0,382.497,2024-07
UHS-B,2024-07-31,0.0,0.0,0.0,2024-07
UHS-B,2024-08-01,0.0,0.0,0.0,2024-08
UHS-B,2024-08-02,0.0,0.0,0.0,2024-08
UHS-B,2024-08-03,0.0,0.0,0.0,2024-08
UHS-B,2024-08-04,0.0,724.136,-724.136,2024-08
UHS-B,2024-08-05,461.47,194.639,266.831,2024-08
UHS-B,2024-08-06,0.0,39.63,-39.63,2024-08
UHS-B,2024-08-07,821.656,0.0,821.656,2024-08
UHS-B,2024-08-08,949.015,120.044,828.97,2024-08
UHS-B,2024-08-09,765.505,0.0,765.505,2024-08
UHS-B,2024-08-10,268.872,194.782,74.09,2024-08
UHS-B,2024-08-11,0.0,231.962,-231.962,2024-08
UHS-B,2024-08-12,0.0,0.0,0.0,2024-08
UHS-B,2024-08-13,88.027,0.0,88.027,2024-08
UHS-B,2024-08-14,0.0,593.05,-593.05,2024-08
UHS-B,2024-08-15,86.37,89.379,-3.009,2024-08
UHS-B,2024-08-16,914.077,0.0,914.077,2024-08
UHS-B,2024-08-17,0.0,0.0,0.0,2024-08
UHS-B,2024-08-18,1006.733,0.0,1006.733,2024-08
UHS-B,2024-08-19,565.975,88.37,477.605,2024-08
UHS-B,2024-08-20,272.341,537.243,-264.902,2024-08
UHS-B,2024-08-21,0.0,111.122,-111.122,2024-08
UHS-B,2024-08-22,0.0,1302.804,-1302.804,2024-08
UHS-B,2024-08-23,0.0,337.701,-337.701,2024-08
UHS-B,2024-08-24,952.939,243.993,708.946,2024-08
UHS-B,2024-08-25,866.555,0.0,866.555,2024-08
UHS-B,2024-08-26,0.0,13.943,-13.943,2024-08
UHS-B,2024-08-27,0.0,0.0,0.0,2024-08
UHS-B,2024-08-28,338.68,0.0,338.68,2024-08
UHS-B,2024-08-29,0.0,622.215,-622.215,2024-08
UHS-B,2024-08-30,0.0,0.0,0.0,2024-08
UHS-B,2024-08-31,0.0,0.0,0.0,2024-08
UHS-B,2024-09-01,1052.076,246.801,805.275,2024-09
UHS-B,2024-09-02,0.0,398.623,-398.623,2024-09
UHS-B,2024-09-03,47.012,0.0,47.012,2024-09
UHS-B,2024-09-04,0.0,145.361,-145.361,2024-09
UHS-B,2024-09-05,400.063,519.572,-119.51,2024-09
UHS-B,2024-09-06,174.605,0.0,174.605,2024-09
UHS-B,2024-09-07,0.0,301.749,-301.749,2024-09
UHS-B,2024-09-08,0.0,0.0,0.0,2024-09
UHS-B,2024-09-09,781.243,0.0,781.243,2024-09
UHS-B,2024-09-10,0.0,457.234,-457.234,2024-09
UHS-B,2024-09-11,351.448,0.0,351.448,2024-09
UHS-B,2024-09-12,0.0,275.417,-275.417,2024-09
UHS-B,2024-09-13,444.933,87.231,357.701,2024-09
UHS-B,2024-09-14,568.168,0.0,568.168,2024-09
UHS-B,2024-09-15,625.724,0.0,625.724,2024-09
UHS-B,2024-09-16,29.06,617.426,-588.366,2024-09
UHS-B,2024-09-17,854.714,1027.279,-172.564,2024-09
UHS-B,2024-09-18,1196.31,317.191,879.118,2024-09
UHS-B,2024-09-19,0.0,329.742,-329.742,2024-09
UHS-B,2024-09-20,0.0,0.0,0.0,2024-09
UHS-B,2024-09-21,169.111,0.0,169.111,2024-09
UHS-B,2024-09-22,0.0,153.76,-153.76,2024-09
UHS-B,2024-09-23,0.0,0.0,0.0,2024-09
UHS-B,2024-09-24,0.0,0.0,0.0,2024-09
UHS-B,2024-09-25,906.062,577.602,328.46,2024-09
UHS-B,2024-09-26,457.406,603.224,-145.818,2024-09
UHS-B,2024-09-27,0.0,0.0,0.0,2024-09
UHS-B,2024-09-28,0.0,303.237,-303.237,2024-09
UHS-B,2024-09-29,0.0,681.816,-681.816,2024-09
UHS-B,2024-09-30,324.933,286.513,38.42,2024-09
UHS-B,2024-10-01,0.0,0.0,0.0,2024-10
UHS-B,2024-10-02,222.655,71.161,151.494,2024-10
UHS-B,2024-10-03,0.0,848.689,-848.689,2024-10
UHS-B,2024-10-04,124.814,312.55,-187.736,2024-10
UHS-B,2024-10-05,110.342,459.174,-348.831,2024-10
UHS-B,2024-10-06,136.018,362.106,-226.089,2024-10
UHS-B,2024-10-07,0.0,0.0,0.0,2024-10
UHS-B,2024-10-08,0.0,0.0,0.0,2024-10
UHS-B,2024-10-09,0.0,364.314,-364.314,2024-10
UHS-B,2024-10-10,303.499,603.373,-299.874,2024-10
UHS-B,2024-10-11,454.635,745.378,-290.743,2024-10
UHS-B,2024-10-12,0.0,0.0,0.0,2024-10
UHS-B,2024-10-13,46.361,415.752,-369.39,2024-10
UHS-B,2024-10-14,162.91,792.059,-629.148,2024-10
UHS-B,2024-10-15,155.775,0.0,155.775,2024-10
UHS-B,2024-10-16,146.673,943.33,-796.657,2024-10
UHS-B,2024-10-17,0.0,1020.101,-1020.101,2024-10
UHS-B,2024-10-18,197.839,1511.904,-1314.065,2024-10
UHS-B,2024-10-19,357.505,321.338,36.167,2024-10
UHS-B,2024-10-20,130.482,325.035,-194.553,2024-10
UHS-B,2024-10-21,302.464,619.899,-317.436,2024-10
UHS-B,2024-10-22,531.103,606.292,-75.189,2024-10
UHS-B,2024-10-23,0.0,770.715,-770.715,2024-10
UHS-B,2024-10-24,507.081,601.216,-94.136,2024-10
UHS-B,2024-10-25,221.372,159.078,62.294,2024-10
UHS-B,2024-10-26,0.0,820.875,-820.875,2024-10
UHS-B,2024-10-27,437.716,0.0,437.716,2024-10
UHS-B,2024-10-28,0.0,217.206,-217.206,2024-10
UHS-B,2024-10-29,0.0,993.316,-993.316,2024-10
UHS-B,2024-10-30,0.0,0.0,0.0,2024-10
UHS-B,2024-10-31,197.632,0.0,197.632,2024-10
UHS-B,2024-11-01,0.0,551.529,-551.529,2024-11
UHS-B,2024-11-02,480.128,413.921,66.207,2024-11
UHS-B,2024-11-03,0.0,0.0,0.0,2024-11
UHS-B,2024-11-04,0.0,12.001,-12.001,2024-11
UHS-B,2024-11-05,407.756,0.0,407.756,2024-11
UHS-B,2024-11-06,0.0,708.282,-708.282,2024-11
UHS-B,2024-11-07,499.128,93.497,405.631,2024-11
UHS-B,2024-11-08,513.461,1113.308,-599.847,2024-11
UHS-B,2024-11-09,0.0,262.224,-262.224,2024-11
UHS-B,2024-11-10,573.871,112.967,460.904,2024-11
UHS-B,2024-11-11,0.0,65.093,-65.093,2024-11
UHS-B,2024-11-12,602.461,101.654,500.808,2024-11
UHS-B,2024-11-13,1008.064,278.736,729.328,2024-11
UHS-B,2024-11-14,460.983,1474.352,-1013.369,2024-11
UHS-B,2024-11-15,0.0,55.638,-55.638,2024-11
UHS-B,2024-11-16,549.678,72.129,477.548,2024-11
UHS-B,2024-11-17,1109.774,257.531,852.242,2024-11
UHS-B,2024-11-18,0.0,767.767,-767.767,2024-11
UHS-B,2024-11-19,28.259,0.0,28.259,2024-11
UHS-B,2024-11-20,0.0,452.083,-452.083,2024-11
UHS-B,2024-11-21,192.107,0.0,192.107,2024-11
UHS-B,2024-11-22,645.477,501.281,144.196,2024-11
UHS-B,2024-11-23,374.479,0.0,374.479,2024-11
UHS-B,2024-11-24,1532.672,0.0,1532.672,2024-11
UHS-B,2024-11-25,59.17,410.159,-350.989,2024-11
UHS-B,2024-11-26,0.0,406.009,-406.009,2024-11
UHS-B,2024-11-27,124.351,0.0,124.351,2024-11
UHS-B,2024-11-28,0.0,0.0,0.0,2024-11
UHS-B,2024-11-29,0.0,0.0,0.0,2024-11
UHS-B,2024-11-30,813.046,610.955,202.091,2024-11
UHS-B,2024-12-01,197.334,665.174,-467.84,2024-12
UHS-B,2024-12-02,128.322,0.0,128.322,2024-12
UHS-B,2024-12-03,906.256,0.0,906.256,2024-12
UHS-B,2024-12-04,0.0,194.182,-194.182,2024-12
UHS-B,2024-12-05,641.575,1355.678,-714.103,2024-12
UHS-B,2024-12-06,105.009,496.569,-391.56,2024-12
UHS-B,2024-12-07,224.011,0.0,224.011,2024-12
UHS-B,2024-12-08,0.0,375.935,-375.935,2024-12
UHS-B,2024-12-09,0.0,0.0,0.0,2024-12
UHS-B,2024-12-10,0.0,581.458,-581.458,2024-12
UHS-B,2024-12-11,0.0,1057.674,-1057.674,2024-12
UHS-B,2024-12-12,230.161,1059.408,-829.247,2024-12
UHS-B,2024-12-13,0.0,588.735,-588.735,2024-12
UHS-B,2024-12-14,1016.95,0.0,1016.95,2024-12
UHS-B,2024-12-15,177.989,0.0,177.989,2024-12
UHS-B,2024-12-16,73.98,0.0,73.98,2024-12
UHS-B,2024-12-17,411.764,0.0,411.764,2024-12
UHS-B,2024-12-18,0.0,565.904,-565.904,2024-12
UHS-B,2024-12-19,125.407,168.84,-43.433,2024-12
UHS-B,2024-12-20,0.0,671.948,-671.948,2024-12
UHS-B,2024-12-21,787.629,929.551,-141.922,2024-12
UHS-B,2024-12-22,0.0,267.922,-267.922,2024-12
UHS-B,2024-12-23,79.997,290.187,-210.19,2024-12
UHS-B,2024-12-24,206.721,0.0,206.721,2024-12
UHS-B,2024-12-25,238.382,43.915,194.467,2024-12
UHS-B,2024-12-26,0.0,577.984,-577.984,2024-12
UHS-B,2024-12-27,0.0,127.893,-127.893,2024-12
UHS-B,2024-12-28,0.0,55.136,-55.136,2024-12
UHS-B,2024-12-29,304.34,203.989,100.351,2024-12
UHS-B,2024-12-30,0.0,653.403,-653.403,2024-12
UHS-B,2024-12-31,432.774,0.0,432.774,2024-12
UHS-C,2024-01-01,24.635,459.188,-434.553,2024-01
UHS-C,2024-01-02,177.676,240.242,-62.566,2024-01
UHS-C,2024-01-03,625.229,702.005,-76.776,2024-01
UHS-C,2024-01-04,0.0,0.0,0.0,2024-01
UHS-C,2024-01-05,0.0,122.386,-122.386,2024-01
UHS-C,2024-01-06,0.0,539.434,-539.434,2024-01
UHS-C,2024-01-07,576.401,993.239,-416.838,2024-01
UHS-C,2024-01-08,1055.948,0.0,1055.948,2024-01
UHS-C,2024-01-09,0.0,665.191,-665.191,2024-01
UHS-C,2024-01-10,0.0,310.653,-310.653,2024-01
UHS-C,2024-01-11,0.0,223.729,-223.729,2024-01
UHS-C,2024-01-12,121.253,155.672,-34.419,2024-01
UHS-C,2024-01-13,452.354,0.0,452.354,2024-01
UHS-C,2024-01-14,0.0,535.946,-535.946,2024-01
UHS-C,2024-01-15,0.0,0.0,0.0,2024-01
UHS-C,2024-01-16,138.732,0.0,138.732,2024-01
UHS-C,2024-01-17,0.0,502.67,-502.67,2024-01
UHS-C,2024-01-18,526.021,463.828,62.193,2024-01
UHS-C,2024-01-19,312.638,183.437,129.201,2024-01
UHS-C,2024-01-20,347.008,576.189,-229.181,2024-01
UHS-C,2024-01-21,25.998,711.519,-685.521,2024-01
UHS-C,2024-01-22,1228.348,664.208,564.14,2024-01
UHS-C,2024-01-23,0.0,0.0,0.0,2024-01
UHS-C,2024-01-24,378.874,546.453,-167.579,2024-01
UHS-C,2024-01-25,0.0,229.654,-229.654,2024-01
UHS-C,2024-01-26,0.0,824.485,-824.485,2024-01
UHS-C,2024-01-27,0.0,95.597,-95.597,2024-01
UHS-C,2024-01-28,881.23,2.951,878.279,2024-01
UHS-C,2024-01-29,215.84,0.0,215.84,2024-01
UHS-C,2024-01-30,0.0,215.556,-215.556,2024-01
UHS-C,2024-01-31,272.454,323.637,-51.183,2024-01
UHS-C,2024-02-01,108.132,330.106,-221.974,2024-02
UHS-C,2024-02-02,0.0,275.168,-275.168,2024-02
UHS-C,2024-02-03,0.0,400.703,-400.703,2024-02
UHS-C,2024-02-04,797.452,47.948,749.503,2024-02
UHS-C,2024-02-05,198.899,0.0,198.899,2024-02
UHS-C,2024-02-06,1159.208,0.0,1159.208,2024-02
UHS-C,2024-02-07,558.385,515.772,42.614,2024-02
UHS-C,2024-02-08,369.87,315.999,53.87,2024-02
UHS-C,2024-02-09,0.0,0.0,0.0,2024-02
UHS-C,2024-02-10,0.0,560.162,-560.162,2024-02
UHS-C,2024-02-11,0.0,867.364,-867.364,2024-02
UHS-C,2024-02-12,0.0,0.0,0.0,2024-02
UHS-C,2024-02-13,425.381,257.31,168.071,2024-02
UHS-C,2024-02-14,906.553,0.0,906.553,2024-02
UHS-C,2024-02-15,0.0,369.873,-369.873,2024-02
UHS-C,2024-02-16,573.514,0.0,573.514,2024-02
UHS-C,2024-02-17,0.0,92.102,-92.102,2024-02
UHS-C,2024-02-18,0.0,505.153,-505.153,2024-02
UHS-C,2024-02-19,0.0,604.042,-604.042,2024-02
UHS-C,2024-02-20,0.0,284.393,-284.393,2024-02
UHS-C,2024-02-21,102.031,0.0,102.031,2024-02
UHS-C,2024-02-22,184.104,0.0,184.104,2024-02
UHS-C,2024-02-23,643.327,0.0,643.327,2024-02
UHS-C,2024-02-24,512.814,0.0,512.814,2024-02
UHS-C,2024-02-25,520.939,0.0,520.939,2024-02
UHS-C,2024-02-26,0.0,132.633,-132.633,2024-02
UHS-C,2024-02-27,353.372,0.0,353.372,2024-02
UHS-C,2024-02-28,903.271,174.465,728.805,2024-02
UHS-C,2024-02-29,317.556,578.741,-261.185,2024-02
UHS-C,2024-03-01,1026.449,0.0,1026.449,2024-03
UHS-C,2024-03-02,1120.935,0.0,1120.935,2024-03
UHS-C,2024-03-03,5.597,0.0,5.597,2024-03
UHS-C,2024-03-04,0.0,330.229,-330.229,2024-03
UHS-C,2024-03-05,0.0,366.133,-366.133,2024-03
UHS-C,2024-03-06,0.0,257.933,-257.933,2024-03
UHS-C,2024-03-07,0.0,608.761,-608.761,2024-03
UHS-C,2024-03-08,733.981,22.365,711.616,2024-03
UHS-C,2024-03-09,0.0,902.02,-902.02,2024-03
UHS-C,2024-03-10,0.0,415.235,-415.235,2024-03
UHS-C,2024-03-11,86.799,0.0,86.799,2024-03
UHS-C,2024-03-12,0.0,799.434,-799.434,2024-03
UHS-C,2024-03-13,0.0,0.0,0.0,2024-03
UHS-C,2024-03-14,0.0,0.0,0.0,2024-03
UHS-C,2024-03-15,29.127,293.401,-264.275,2024-03
UHS-C,2024-03-16,0.0,0.0,0.0,2024-03
UHS-C,2024-03-17,0.0,0.0,0.0,2024-03
UHS-C,2024-03-18,615.5,696.5,-80.999,2024-03
UHS-C,2024-03-19,673.283,301.49,371.793,2024-03
UHS-C,2024-03-20,0.0,401.083,-401.083,2024-03
UHS-C,2024-03-21,0.0,0.0,0.0,2024-03
UHS-C,2024-03-22,684.325,0.0,684.325,2024-03
UHS-C,2024-03-23,0.0,356.19,-356.19,2024-03
UHS-C,2024-03-24,271.843,442.994,-171.151,2024-03
UHS-C,2024-03-25,0.0,424.072,-424.072,2024-03
UHS-C,2024-03-26,804.422,156.993,647.43,2024-03
UHS-C,2024-03-27,1414.144,0.0,1414.144,2024-03
UHS-C,2024-03-28,262.799,1031.82,-769.022,2024-03
UHS-C,2024-03-29,128.959,260.277,-131.318,2024-03
UHS-C,2024-03-30,18.969,1.993,16.976,2024-03
UHS-C,2024-03-31,559.322,2.689,556.632,2024-03
UHS-C,2024-04-01,456.105,127.197,328.909,2024-04
UHS-C,2024-04-02,670.21,488.197,182.012,2024-04
UHS-C,2024-04-03,0.0,140.907,-140.907,2024-04
UHS-C,2024-04-04,348.89,403.113,-54.223,2024-04
UHS-C,2024-04-05,0.0,123.87,-123.87,2024-04
UHS-C,2024-04-06,0.0,19.105,-19.105,2024-04
UHS-C,2024-04-07,166.564,314.686,-148.122,2024-04
UHS-C,2024-04-08,0.0,298.796,-298.796,2024-04
UHS-C,2024-04-09,762.112,0.0,762.112,2024-04
UHS-C,2024-04-10,0.0,0.0,0.0,2024-04
UHS-C,2024-04-11,368.898,193.101,175.796,2024-04
UHS-C,2024-04-12,0.0,88.565,-88.565,2024-04
UHS-C,2024-04-13,328.971,0.0,328.971,2024-04
UHS-C,2024-04-14,0.0,0.0,0.0,2024-04
UHS-C,2024-04-15,0.0,216.662,-216.662,2024-04
UHS-C,2024-04-16,433.214,270.768,162.446,2024-04
UHS-C,2024-04-17,83.129,0.0,83.129,2024-04
UHS-C,2024-04-18,338.758,0.0,338.758,2024-04
UHS-C,2024-04-19,0.0,0.0,0.0,2024-04
UHS-C,2024-04-20,0.0,201.543,-201.543,2024-04
UHS-C,2024-04-21,731.027,0.0,731.027,2024-04
UHS-C,2024-04-22,562.852,931.527,-368.676,2024-04
UHS-C,2024-04-23,0.0,0.0,0.0,2024-04
UHS-C,2024-04-24,239.067,0.0,239.067,2024-04
UHS-C,2024-04-25,714.683,35.653,679.029,2024-04
UHS-C,2024-04-26,0.0,18.12,-18.12,2024-04
UHS-C,2024-04-27,60.253,483.674,-423.422,2024-04
UHS-C,2024-04-28,327.45,158.957,168.493,2024-04
UHS-C,2024-04-29,0.0,0.0,0.0,2024-04
UHS-C,2024-04-30,628.596,0.0,628.596,2024-04
UHS-C,2024-05-01,128.416,172.636,-44.22,2024-05
UHS-C,2024-05-02,0.0,0.0,0.0,2024-05
UHS-C,2024-05-03,509.54,569.452,-59.913,2024-05
UHS-C,2024-05-04,0.0,0.0,0.0,2024-05
UHS-C,2024-05-05,1197.541,599.294,598.248,2024-05
UHS-C,2024-05-06,987.082,195.638,791.444,2024-05
UHS-C,2024-05-07,465.762,288.489,177.273,2024-05
UHS-C,2024-05-08,425.277,492.603,-67.326,2024-05
UHS-C,2024-05-09,402.968,265.41,137.559,2024-05
UHS-C,2024-05-10,0.0,304.262,-304.262,2024-05
UHS-C,2024-05-11,362.498,0.0,362.498,2024-05
UHS-C,2024-05-12,0.0,185.188,-185.188,2024-05
UHS-C,2024-05-13,464.327,0.0,464.327,2024-05
UHS-C,2024-05-14,642.53,0.0,642.53,2024-05
UHS-C,2024-05-15,34.622,810.893,-776.271,2024-05
UHS-C,2024-05-16,0.0,0.0,0.0,2024-05
UHS-C,2024-05-17,0.0,97.967,-97.967,2024-05
UHS-C,2024-05-18,932.249,81.656,850.593,2024-05
UHS-C,2024-05-19,0.0,0.0,0.0,2024-05
UHS-C,2024-05-20,123.988,239.013,-115.024,2024-05
UHS-C,2024-05-21,367.862,268.477,99.385,2024-05
UHS-C,2024-05-22,359.355,0.0,359.355,2024-05
UHS-C,2024-05-23,586.312,76.018,510.293,2024-05
UHS-C,2024-05-24,36.785,0.0,36.785,2024-05
UHS-C,2024-05-25,0.0,346.229,-346.229,2024-05
UHS-C,2024-05-26,0.0,105.312,-105.312,2024-05
UHS-C,2024-05-27,0.0,68.213,-68.213,2024-05
UHS-C,2024-05-28,0.0,295.121,-295.121,2024-05
UHS-C,2024-05-29,74.379,0.0,74.379,2024-05
UHS-C,2024-05-30,861.113,395.471,465.642,2024-05
UHS-C,2024-05-31,38.479,0.0,38.479,2024-05
UHS-C,2024-06-01,38.29,591.474,-553.184,2024-06
UHS-C,2024-06-02,214.643,0.0,214.643,2024-06
UHS-C,2024-06-03,24.539,0.0,24.539,2024-06
UHS-C,2024-06-04,189.6,0.0,189.6,2024-06
UHS-C,2024-06-05,486.479,0.0,486.479,2024-06
UHS-C,2024-06-06,654.246,0.0,654.246,2024-06
UHS-C,2024-06-07,711.922,127.843,584.079,2024-06
UHS-C,2024-06-08,1226.184,468.9,757.285,2024-06
UHS-C,2024-06-09,499.679,0.0,499.679,2024-06
UHS-C,2024-06-10,1312.453,0.0,1312.453,2024-06
UHS-C,2024-06-11,0.0,0.0,0.0,2024-06
UHS-C,2024-06-12,1241.972,0.0,1241.972,2024-06
UHS-C,2024-06-13,34.83,0.0,34.83,2024-06
UHS-C,2024-06-14,82.507,0.0,82.507,2024-06
UHS-C,2024-06-15,161.305,528.455,-367.15,2024-06
UHS-C,2024-06-16,112.692,0.0,112.692,2024-06
UHS-C,2024-06-17,260.926,287.079,-26.153,2024-06
UHS-C,2024-06-18,0.0,0.0,0.0,2024-06
UHS-C,2024-06-19,623.331,737.451,-114.12,2024-06
UHS-C,2024-06-20,0.0,764.074,-764.074,2024-06
UHS-C,2024-06-21,537.179,274.009,263.17,2024-06
UHS-C,2024-06-22,962.451,825.494,136.957,2024-06
UHS-C,2024-06-23,41.587,182.444,-140.858,2024-06
UHS-C,2024-06-24,603.217,345.381,257.836,2024-06
UHS-C,2024-06-25,487.744,540.09,-52.345,2024-06
UHS-C,2024-06-26,1314.084,114.801,1199.283,2024-06
UHS-C,2024-06-27,0.0,0.0,0.0,2024-06
UHS-C,2024-06-28,600.923,355.729,245.194,2024-06
UHS-C,2024-06-29,0.0,0.0,0.0,2024-06
